id,text
t630,I would like for someone to tell me which fiat currencies that your company supports.
t631,Why is the payment I made still pending?
t632,"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received."
t633,Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.
t634,"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?"
t635,I have an unknown direct debit payment on my account
t636,The amount of cash I received was not the full amount
t637,my google pay seems to be acting up.
t638,What do I do if the machine rejects my card?
t639,Account topping up bank transfers to my account assistance please?
t640,I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.
t641,Why is there a fee on a card payment?
t642,I'm still waiting for my card that was issued a week ago. What should I do?
t643,What's going on? My card wont accept any transactions.
t644,I was charged the wing amount for an item.
t645,How much will it cost me for a SEPA transfer?
t646,Can I change my in at all ATM's?
t647,The app is showing a direct debit payment that I never made
t648,Please provide currency exchange rates
t649,Why did I get a different card then requested?
t650,My statement does not reflect that a refund has been issued
t651,How long will it take to transfer something to China urgently?
t652,"Would you please unblock my pin? I don't know why, but it's blocked."
t653,Why did my transfer not work?
t654,I look but I see no virtual card. Why is that?
t655,I wanted to top up my account and it doesn't look like it worked
t656,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card."
t657,"I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed."
t658,what steps do i do to get a real card
t659,"I received my card, how do I get it to work in the app?"
t660,is there something blocking me from making transfers
t661,What is the process to create a disposable virtual card?
t662,I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?
t663,"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away."
t664,How can I access my account when I have lost my phone?
t665,The machine gave me the wrong amount of cash.
t666,"I thought I can make transfers for free, this is not fair. I bought something online from abroad and there was some weird additional fee that I've never seen before?"
t667,atm ate my card
t668,Why does my account show as pending a cash withdrawal from the ATM that I have already made?
t669,I need a new card.
t670,What's my limit for topping up?
t671,How do I top up with a cheque?
t672,I forgot the passcode on my app.
t673,I didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before.  What exactly are the fees?
t674,how do i get a refund for a direct debit payment i didn't make
t675,I topped up my account but the money isn't there now.
t676,How do I go forth on holding money in multiple currencies?
t677,Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour.
t678,Where do I need to go to change my PIN?
t679,Is there an issue with my card payment as it has not gone through.
t680,Why has my account balance not changed after depositing a cheque?
t681,My top-up is not working. Why is that?
t682,What am I supposed to do if the funds haven't show up from a transfer completed this morning?
t683,I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!!
t684,Can I change my PIN on holiday?
t685,Is there a charge for top-ups?
t686,What is the highest amount I can top-up?
t687,What's the wait time for European transfers?
t688,How do I change to AUD from GBP?
t689,How do I add my new card to the app?
t690,They is a payment I don't recognize on my statement.
t691,It's been a week since I ordered my card and it's not here. Please help?
t692,"How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay"
t693,How can I prove I am me?
t694,There was an unexpected fee for my cash withdrawal!
t695,"I just transferred some money into my account and do not see it updated yet, can you assist?"
